latitude,longitude,elevation_m,slope,curvature,tpi_7,tpi_31,tpi_121,roughness_7,roughness_31,relief_31
43.99375,42.60625,1153.8568,0.050847273,-4.2114716e-05,0.25561523,-8.801147,75.51807,9.937304,37.166855,132.26172
43.99375,42.61875,1146.4154,0.060532346,-6.905643e-05,0.47875977,-2.729248,74.78137,10.828204,37.143303,142.87085
43.99375,42.63125,1137.4458,0.06474416,-0.00010465823,1.5906982,7.94812,72.27356,11.937336,40.41658,181.78857
43.99375,42.64375,1109.3944,0.09730597,-0.00057907327,11.341797,-0.7803955,48.873047,20.594296,41.824036,168.46179
43.99375,42.65625,1098.1195,0.055506624,1.1578599e-05,-0.20202637,-3.204712,41.193604,10.571187,43.930344,157.35193
43.99375,42.66875,1077.6627,0.10415272,-2.042613e-05,-0.5048828,-11.86377,28.010864,16.313337,49.545433,172.59088
43.99375,42.68125,1073.7615,0.079303354,-0.00012663672,1.3436279,2.3431396,35.87805,14.097872,49.353317,185.01123
43.99375,42.69375,1060.937,0.057691727,-0.00011009554,1.0097656,6.111328,39.366272,9.74038,38.71369,157.42493
43.99375,42.70625,1037.4424,0.039922692,-0.00021652303,3.072876,10.169922,37.230835,6.30476,31.144823,157.16956
43.99375,42.71875,1000.9186,0.094190925,-0.00095162273,12.50769,11.076416,27.289856,18.164183,29.208303,142.62262
43.99375,42.73125,921.8647,0.08072747,0.0015092394,-17.197083,-28.942749,-21.162598,16.460178,36.18615,178.0008
43.99375,42.74375,886.61127,0.014337554,0.0012093211,-10.238831,-35.337402,-19.623352,11.059498,39.042446,157.15509
